Open,High,Low,Close,Volume,EMA_Short,EMA_Long,RSI,ADX,Upper_Band,Lower_Band,target
26459.99,26533.87,26311.31,26396.93,1547.82949,26476.169038534663,26499.63376742009,40.08965309538946,10.279037871259273,26693.547623628045,26355.244376371957,2
26396.94,26437.08,26280.0,26326.92,1554.34919,26453.20764799087,26486.840155018603,35.33316152553519,11.774426909044816,26705.66873349831,26326.522266501695,2
26326.93,26365.74,26266.0,26323.07,1254.18152,26433.18647137689,26474.70903242463,35.086624947879216,13.282837800127801,26714.934219965875,26300.22078003413,2
26323.07,26349.17,25715.46,25765.28,9775.41263,26330.431629626597,26422.15873372651,16.79860351721237,17.19349127922724,26840.38100499127,26087.064995008725,2
25765.29,25808.12,25456.41,25518.06,7756.38422,26205.45137891481,26355.188457154174,13.451967391892458,21.308416843590894,26957.233148716412,25858.11585128359,2
25518.06,25638.93,25457.46,25538.81,5172.6708,26102.891166774072,26294.715978846456,14.982916311294721,25.118876916365394,27009.048425242516,25696.641574757487,2
25538.81,25743.8,25493.27,25651.09,5389.58832,26033.383294962678,26247.039980413385,22.92751308381718,27.53793766700763,27016.684165050552,25593.095834949454,2
25651.08,25750.25,25561.25,25669.07,3349.48241,25977.335095737653,26204.22738927165,24.149858693741415,29.712283258595072,26996.40836486741,25512.902635132592,2
25669.06,25682.78,25614.85,25651.88,1441.75021,25927.265081008783,26163.312767844123,23.761846210725086,31.72687364493088,26969.93013468831,25441.10386531169,2
25651.89,25701.68,25598.49,25698.31,1177.12476,25892.041222392047,26128.86811837419,27.16572731482228,33.373543127564474,26933.6570396185,25387.743960381496,2
25698.3,25739.29,25659.07,25731.4,1197.11154,25867.327188177886,26099.42603553166,29.578895604586343,34.455725016279665,26903.594905084385,25343.20909491562,2
25731.41,25731.41,25608.58,25616.18,1533.2788,25828.689159227444,26063.630032899684,26.31008431634069,35.661610634009264,26871.779597299294,25288.358402700705,2
25616.19,25679.06,25572.94,25657.49,1219.23391,25802.35082703861,26033.545586018226,29.325736123343958,36.91940298936853,26826.09898447682,25250.182015523184,2
25657.5,25706.57,25627.0,25668.34,1412.86466,25781.733776724974,26006.493320387246,30.134451011854356,37.73307461242711,26778.9251055043,25219.189894495707,2
25668.35,25679.93,25600.0,25628.8,1103.39326,25758.205503382673,25978.5160373956,28.83932836681099,38.60942612968273,26732.309295193743,25187.970704806256,2
25628.81,25649.5,25582.01,25588.67,1188.53634,25732.123118246876,25949.638553144076,27.545389639966853,39.504718280478585,26670.795570404494,25163.23542959551,2
25588.67,26154.0,25400.0,26022.34,7288.3803,25776.771869285818,25955.023845503772,52.40013033051094,37.431494119620474,26604.811582702576,25183.501417297426,2
26022.34,26043.49,25358.0,25547.28,4939.79125,25741.46542785723,25924.82059768868,37.303833091296994,35.227030443662805,26516.594023705853,25177.177976294144,2
25547.28,25750.95,25540.56,25750.0,1558.2151,25742.778438956117,25911.870923785817,44.63400256860548,33.18216081316105,26415.04171303834,25205.949286961655,2
25750.01,25873.54,25679.59,25751.25,1741.52798,25744.08175603979,25899.97307757946,44.67695395718886,32.00112681842978,26301.163417835785,25248.953582164213,2
25751.25,25829.72,25687.26,25761.28,928.70332,25746.727639725977,25889.699516277276,45.045349303717266,30.90543654078575,26185.360847349464,25301.19115265054,2
25761.29,25932.02,25745.78,25875.16,1084.6685,25766.48646438352,25888.62251507155,49.18295118278583,30.44921471281725,26079.503768081617,25361.872231918387,2
25875.17,25892.38,25830.0,25841.21,664.82298,25777.982392939903,25885.110476918104,48.022136924477955,30.025907700977303,25934.836811065983,25458.35318893402,2
25841.22,25850.0,25730.86,25750.28,1006.26589,25773.720486333765,25875.12303418343,44.96130717220759,28.781311152318057,25933.310367032747,25458.379632967248,2
25750.27,25864.32,25718.97,25824.99,1035.45895,25781.60810382088,25871.409476095767,47.89959938351882,27.717891782090653,25940.237183764173,25482.14581623582,2
25824.99,25827.93,25747.28,25766.72,1166.38053,25779.317626309978,25863.65470008867,45.843900955796315,26.73104163225022,25938.49462405251,25506.67937594749,2
25766.71,25770.0,25695.0,25727.51,1010.00082,25771.347222262288,25853.56990748951,44.46114767025476,25.339303084464117,25939.809464249898,25513.006535750108,2
25727.51,25759.99,25634.7,25727.74,1218.85905,25764.63841883732,25844.249173601398,44.47172784816274,23.528667274195517,25941.116354151764,25517.56664584824,2
25727.74,25834.59,25727.74,25819.1,913.31373,25773.01712363158,25842.386271853145,48.655810992958095,22.4387857905773,25949.787917780195,25525.617082219804,2
25819.1,25823.91,25767.34,25786.49,595.08665,25775.089873842106,25838.245807271433,47.28619166634892,21.42721785115303,25954.40412241303,25529.818877586975,2
25786.49,25796.88,25740.02,25741.33,941.71498,25769.89604709717,25831.066858584658,45.38104897906062,20.225713829643002,25954.844534046333,25530.371465953667,2
25741.32,25768.54,25695.08,25740.2,643.87081,25765.327424466836,25824.33598017098,45.33183305494454,18.868331209921127,25953.002262954487,25544.615737045515,2
25740.21,25772.97,25701.42,25706.26,797.94329,25756.240128395017,25815.589611269428,43.795522877920526,17.565086354243743,25952.158811366487,25550.336188633515,2
25706.25,25795.27,25695.0,25774.08,1170.50916,25758.98472402655,25812.51482524947,47.61589597203672,16.486054410365657,25953.975831688687,25559.093168311316,2
25774.08,25842.44,25757.13,25796.06,1164.36338,25764.688612637852,25811.295949305066,48.82986065300472,15.949544829901871,25953.980954894923,25575.814045105075,2
25796.05,25798.72,25747.61,25750.0,809.95086,25762.428826078183,25806.755508615803,46.40306011811089,15.340134998721682,25944.210722526303,25601.717277473697,2
25750.01,25776.13,25672.68,25703.33,1389.19458,25753.33669898923,25799.094359829447,44.01602938461473,14.540603791695153,25886.78201348074,25627.24498651926,2
25703.32,25806.11,25694.72,25753.19,950.1524,25753.314129913968,25795.69403687912,47.14428680141357,13.533587368059809,25854.608332391497,25680.009667608505,2
25753.18,25778.08,25732.95,25751.36,932.80837,25753.01349454259,25792.41003414733,47.04039214333176,12.598720837763402,25854.624399754954,25680.129600245047,2
25751.36,25953.24,25738.07,25868.39,2437.41159,25770.763726151425,25798.038179766045,54.01906367140943,13.378870773197752,25870.515037083293,25675.95296291671,2
25868.39,26080.74,25836.88,25941.63,2832.13906,25797.050845205053,25808.674610894486,57.769565333493595,14.943418673510296,25903.82946630558,25660.67353369442,2
25941.63,26047.58,25927.86,25975.0,1574.00804,25824.42763825043,25820.995010087485,59.39469091457321,16.39593938164374,25930.021371573297,25644.465628426704,1
25974.99,26106.66,25934.56,26030.89,1470.74385,25856.191078519594,25836.54278711804,62.03018725064763,18.097475546674634,25973.690723170806,25619.764276829195,1
26030.89,26206.88,26030.88,26123.68,1809.46899,25897.34322028581,25857.812210294484,65.97828215001307,20.20005127125034,26040.94088863066,25589.85411136934,1
26123.69,26139.78,25972.64,26046.37,963.47924,25920.270417164917,25871.779453976374,60.34798776058062,21.402592963375998,26073.511000143193,25579.421999856804,1
26046.37,26070.0,25745.03,25895.8,2097.21566,25916.505737601085,25873.558753681828,51.186374950153414,20.263525315025557,26080.128644240842,25585.71235575916,1
25895.79,25938.8,25819.66,25925.55,1083.95607,25917.897162585534,25877.409957112806,52.71385740531591,19.205957193161947,26088.206766641124,25597.43823335888,1
25925.54,26028.5,25856.84,25965.13,1363.72265,25925.163752956993,25883.907738067413,54.74291891681773,18.86748040074887,26099.626535629424,25609.75746437058,1
25965.13,26000.0,25891.66,25935.17,1111.02989,25926.703175578994,25887.70494265501,52.892763192496275,18.553215761355663,26107.275134287356,25613.715865712646,1
25935.17,25959.56,25602.11,25773.47,3157.17512,25903.128840874535,25879.243095050933,44.20839922029732,18.342967581100915,26107.46884738733,25612.22015261267,1
25773.48,25848.84,25752.87,25791.29,1034.01167,25885.922865355376,25872.728050973084,45.274778390399476,18.147756000052805,26106.112194496673,25618.572805503332,1
25791.29,25823.53,25756.57,25814.98,1104.75677,25875.008578377627,25868.45041756767,46.73241047671657,17.96650437341416,26104.47744520671,25627.68555479329,1
25814.99,25818.89,25762.57,25772.8,771.01816,25859.284181704144,25861.365201451546,44.461645832074254,17.798213318479988,26100.536292035053,25638.280707964943,2
25772.8,25905.63,25744.06,25844.34,1131.26471,25856.985076826586,25860.104075418098,48.98900337192161,16.850865108486204,26100.25137689919,25645.591623100812,2
25844.34,25858.31,25773.2,25802.98,889.02955,25848.67660346865,25855.872662424168,46.62272559765885,15.971247838424176,26100.14900809398,25646.385991906016,2
25802.97,25948.91,25780.0,25939.32,1461.74645,25862.621741396553,25862.053946689048,54.43574398812662,15.281852343868533,26103.980893953016,25661.48610604698,1
25939.31,26106.48,25920.0,25965.1,2237.04529,25878.38762733554,25869.686987675042,55.75453365751767,15.732459175955986,26103.631766142018,25688.012233857975,1
25965.1,26059.59,25944.18,25964.59,1224.51558,25891.649530822382,25876.716840439854,55.72017504073153,16.150855735236668,26105.427246587136,25707.356753412863,1
25964.6,26029.25,25936.3,25988.83,910.4549,25906.600372234323,25885.021518925794,57.074182876845235,16.458009124590838,26106.9539467555,25729.577053244502,1
25988.82,25993.6,25899.89,25933.1,967.00744,25910.677238044427,25888.582887894256,53.05719363766971,16.36012271904283,26108.87217034379,25734.12982965621,1
25933.1,25933.11,25779.71,25798.3,1714.07782,25893.388432191437,25881.895266568754,44.8369840527617,15.236526616634192,26108.903723000458,25719.765276999544,1
25798.29,25878.84,25734.47,25846.35,1501.21474,25886.151750315832,25879.262283859956,47.93357983169726,14.565775778048517,26102.529829931904,25713.2741700681,1
25846.35,25866.34,25766.86,25824.63,1285.36761,25876.686865651856,25875.21544801848,46.65855423120707,13.942960446658823,26086.840673377017,25708.337326622983,1
25824.63,25905.23,25789.26,25825.41,1232.739,25868.79811709003,25871.526155572665,46.71337141861823,12.988687680215717,26043.128232912226,25722.222767087776,2
25825.41,25966.18,25652.04,25804.56,2309.53466,25858.91532984541,25866.565699604318,45.37113880773073,13.231149764521067,26015.57323103963,25725.596768960368,2
25804.55,25863.48,25756.77,25845.31,864.86544,25856.82220217689,25864.99120333733,48.48653695708586,13.456285970645085,26012.962883068743,25723.158116931256,2
25845.32,25851.27,25761.47,25824.23,807.4572,25851.808017226598,25861.971854941974,46.99354557728588,13.665334847632588,26006.58160672968,25719.407393270314,2
25824.23,25898.99,25804.3,25893.48,745.83335,25858.219091499428,25864.305791612936,52.20060342119086,13.322669987055672,25996.033598087568,25722.790401912433,2
25893.48,25939.33,25880.12,25930.52,649.35736,25869.342308191823,25869.210547789757,54.76047158652059,12.57275011408508,25995.29951858287,25723.059481417127,1
25930.52,25970.05,25888.98,25929.93,788.63176,25878.66349154693,25873.708284990516,54.71021079884198,11.792567100752274,26000.47820983142,25733.526790168584,1
25929.93,25938.48,25870.0,25905.19,638.65181,25882.7444928474,25876.040263880106,52.53287387242748,11.03658630716317,26002.43266683999,25742.962333160005,1
25905.2,26033.91,25820.0,25868.89,1834.85547,25880.61303240934,25875.5106147038,49.42478349631001,11.11816507923741,26002.43152991908,25748.35447008092,1
25868.88,26048.7,25818.07,25970.67,1294.33307,25894.46795050021,25882.559458059073,57.09055516164005,11.329442237785612,26009.615657203773,25760.957342796224,1
25970.67,26157.99,25937.11,26125.49,2041.22597,25930.009804269408,25900.55431301766,65.62554879934338,12.426034560912724,26060.190222262136,25738.497777737866,1
26125.49,26151.37,26043.04,26063.85,1476.54989,25950.600603612576,25912.650289831166,60.46851629358694,13.444282246692135,26081.93459185061,25742.84040814939,1
26063.85,26070.18,25973.7,26055.51,1005.47285,25966.740510749103,25923.232490584414,59.78397474911044,13.508160702151898,26098.649080298343,25737.744919701658,1
26055.51,26121.01,26030.89,26080.82,1109.71017,25984.291201403088,25934.905639430013,61.218811176178264,14.00449323579265,26117.058922486463,25730.907077513537,1
26080.82,26133.03,26054.56,26080.01,806.11619,25999.017170418,25945.654110583346,61.14362603900471,14.566865584098231,26133.92107211497,25725.586927885033,1
26080.01,26114.94,26070.0,26073.92,732.88273,26010.540682661383,25955.15528757717,60.54159632104134,15.08906214448994,26146.306786877212,25721.710213122788,1
26073.91,26272.25,26060.77,26176.83,2197.84688,26036.123654559633,25971.575636645528,66.53744667022363,16.764261459442665,26183.405477382425,25708.984522617575,1
26176.82,26206.81,26105.09,26147.37,1514.76235,26053.238476935076,25984.59744133845,63.5599278423578,18.31978741081101,26206.073750027714,25721.223249972292,1
26147.37,26170.89,26111.91,26156.31,940.55651,26069.09563432968,25997.316890128193,64.08516056351078,19.76419033743474,26229.10880301987,25729.184196980128,1
26156.31,26212.5,26086.9,26191.81,2621.02821,26087.974767509728,26011.723787155734,66.17035023490831,21.394403495104136,26253.245650346005,25741.765349653993,1
26191.81,26433.21,25891.25,26082.29,6842.52332,26087.100187892847,26016.95091403309,55.470380562301756,24.028885010427466,26255.823452220997,25764.875547779004,1
26082.29,26143.68,26001.64,26032.92,2780.76467,26078.764774370873,26018.133809289895,51.432865031274275,26.475170252440776,26248.412597354865,25795.12240264513,1
26032.91,26050.0,25901.07,25985.67,2400.96975,26064.44250139074,26015.72908267583,47.84364034201934,27.32003375266612,26241.398168717078,25816.172831282925,1
25985.66,25985.67,25712.57,25759.54,3923.18742,26017.534424253703,25996.75211358873,35.18775477421978,26.09903739409181,26252.029114342196,25799.072885657803,1
25759.54,25880.3,25739.38,25865.29,1682.8275,25994.11220513775,25987.01417924882,42.807094826299114,24.965262119786424,26254.212265919956,25794.07073408004,1
25865.3,25893.46,25777.44,25821.88,1126.74634,25967.614942808865,25974.78201782298,40.692307491398616,24.016175075165197,26262.109328798208,25775.309671201794,2
25821.87,25978.37,25802.79,25889.63,1208.09908,25955.61725929981,25968.474460947204,45.23929899007275,23.77216527044592,26263.64222584293,25769.746774157065,2
25889.64,25928.72,25868.99,25902.84,564.47241,25947.49768094599,25963.61264902519,46.10690871575689,23.545585866917655,26263.738976857272,25769.415023142723,2
25902.83,25959.26,25821.83,25847.98,1213.06145,25932.187268492762,25955.04726761592,43.05601608209922,22.80891088309494,26265.34617172886,25765.716828271143,2
25847.97,25880.64,25817.72,25847.45,715.16853,25919.150765647722,25947.077099644368,43.02639501986227,22.07874697529478,26269.18448310906,25749.556516890934,2
25847.44,25863.29,25808.1,25840.0,419.40495,25906.973724778843,25939.145462633674,42.58292187035085,21.286808065419972,26259.158087426415,25731.03391257358,2
25840.01,25937.66,25840.0,25934.25,613.04282,25911.170074812868,25938.78283577192,49.652879008224296,21.222210019995096,26251.970986768803,25725.2610132312,2
25934.24,26030.0,25911.6,25989.72,1127.65179,25923.254678687812,25942.555959048073,53.29769415145395,21.865325593647295,26246.894556404055,25723.758443595943,2
25989.72,26052.5,25957.95,26046.27,757.63957,25942.18011273584,25950.238480600066,56.7363091919036,22.61911077227222,26243.069482783678,25724.12851721632,2
26046.27,26055.99,26013.6,26027.4,688.05766,25955.290864622635,25955.954148703768,55.273833044890566,23.344258005112625,26237.52637388228,25724.41062611772,2
26027.4,26031.68,25964.46,25985.07,677.42228,25959.872270065305,25958.110878429416,52.03362535652846,23.321818099170113,26229.544512397802,25723.5074876022,1
25985.06,26005.36,25967.16,25981.01,581.10579,25963.124228516797,25959.807109656864,51.72045686045567,23.300981096961312,26202.562470113204,25730.90752988679,1
25981.0,25984.83,25837.13,25845.14,947.05325,25944.97280874498,25951.31324968228,42.50152300314199,21.666630185487335,26177.748319714672,25725.498680285324,2
25845.14,25925.13,25840.0,25894.54,591.60636,25937.213915091907,25947.10782377989,46.25266366179583,20.14902197260971,26145.222182234393,25731.847817765607,2
25894.53,25923.84,25872.02,25897.72,995.8449,25931.13792815469,25943.449466462862,46.494649014903736,18.739817232960437,26095.172934145754,25752.488065854246,2
25897.71,25942.88,25885.35,25928.3,682.54353,25930.7013238232,25942.327283761908,48.87824650887485,17.662559764947368,26071.383095625122,25760.87890437488,2
25928.3,25989.98,25911.23,25980.53,693.04545,25938.367274004246,25945.15711459436,52.74997565305093,17.21084867916596,26062.431875405757,25764.591124594244,2
25980.53,25988.67,25939.04,25956.99,784.08866,25941.232308772822,25946.033624624408,50.87966152132157,16.791403358850427,26058.725919544813,25765.429080455186,2
25957.0,26028.58,25950.0,25975.71,970.02164,25946.53656896162,25948.23187465223,52.327254684418556,16.86201385598279,26054.01473634712,25791.757263652886,2
25975.71,26085.33,25963.1,26022.15,1554.08203,25958.169404505985,25953.707291344654,55.806719604332656,17.515539728604427,26065.84340854325,25795.61459145675,1
26022.15,26029.98,25927.22,25990.0,1394.33783,25963.066419197374,25956.39564013394,52.926730678798435,17.54798864460262,26066.830925463553,25811.43907453645,1
25990.0,26030.0,25970.0,26001.27,958.62879,25968.94389316701,25959.719666790683,53.82628371789785,17.57834419473599,26073.027627478757,25816.406372521244,1
26001.26,26020.0,25950.0,25986.75,786.48022,25971.683294218237,25961.721913695077,52.43598155316544,17.27267658668397,26076.95868789715,25820.866312102848,1
25986.74,26012.02,25962.25,25965.86,723.52435,25970.787402800048,25962.028438606554,50.41826924649235,16.98884267761521,26074.292226892347,25835.32077310765,1
25965.87,26045.0,25888.0,26027.04,2025.51272,25979.441648523116,25966.844109820882,55.78439811550756,16.0047380111865,26076.448173492226,25851.123826507774,1
26027.03,26098.0,25753.38,25915.03,4206.21158,25969.532164134944,25963.00602761193,45.974054302395025,16.622314196068306,26067.77374631336,25867.301253686637,1
25915.02,25979.45,25833.88,25874.59,1576.36842,25954.925677344952,25956.456692233267,43.03167434269527,17.195777313593652,26071.87620301944,25857.232796980563,2
25874.58,25879.69,24820.56,24934.21,13801.71624,25797.89249621496,25880.7347150308,16.53322533467597,21.275821608821172,26372.834562373988,25450.723437626017,2
24934.21,25190.03,24826.08,25121.25,4418.26518,25693.793650643427,25824.47658799148,26.25964941904406,25.064431418870992,26435.95351287963,25295.102487120366,2
25121.25,25121.25,24950.0,25034.98,2326.53078,25592.43770439059,25765.99535925137,24.8228341866353,28.58242387148644,26485.42755858203,25146.38644141797,2
25034.98,25140.0,24972.37,25128.6,1809.57706,25521.07805756127,25718.78088819571,29.341106031819848,31.662306711558717,26500.87284321065,25045.29415678935,2
25128.6,25206.52,25084.26,25206.51,1307.44938,25472.68297178261,25680.83489647751,32.95252666866105,33.85724508037882,26495.432245369655,24973.28475463035,2
25206.52,25206.52,25030.01,25064.79,1269.01361,25409.93020689298,25635.20194118288,29.953493024113452,36.0175063994153,26507.962481229726,24882.719518770275,2
25064.79,25133.86,25050.73,25083.79,857.0912,25359.754790447907,25594.35661220637,30.861975851258435,38.0234623333977,26503.710675685885,24805.89632431411,2
25083.79,25093.69,25051.91,25065.35,821.83214,25314.461745763612,25555.170937228122,30.449215150358203,39.8861348340056,26491.48130267922,24734.88869732078,2
25065.35,25065.35,24980.0,25028.15,1458.4525,25270.413784876902,25516.1323492853,29.589453124420356,41.79521731060366,26469.22988064997,24667.125119350025,2
25028.15,25056.48,24924.61,25031.42,1845.1595,25233.645510280454,25480.227730819723,29.777155629631697,43.698785896691724,26429.84360939227,24611.600390607735,2
25031.42,25072.35,24906.0,24927.95,2303.79392,25186.61543177577,25439.318269277523,27.29742025585615,45.51026067593328,26390.20574297015,24548.334257029852,2
24927.94,25007.14,24872.35,24983.8,2125.73065,25155.41305765642,25405.576175256967,30.654294774739473,47.273058955773735,26332.978237898285,24506.370762101717,2
24983.81,25048.0,24960.0,24974.26,1760.88886,25127.54335647851,25373.626828941637,30.396120288671355,48.355833728716846,26256.22682230152,24478.333177698478,2
24974.27,25011.75,24900.38,24947.71,2346.93133,25099.876686251046,25342.077434205217,29.64775331321146,49.540623712271106,26173.661001292214,24456.669998707785,2
24947.71,24975.17,24873.05,24923.51,1649.06568,25072.74334990473,25311.072439078904,28.948148520613792,50.720770431547926,26074.86817639383,24447.68682360617,2
24923.51,25050.0,24800.0,25014.97,3027.89388,25063.85514222708,25289.13892507306,35.1741565710511,50.79560204548187,25960.590654222702,24464.78634577729,2
25014.97,25037.63,24921.11,24954.45,2136.83793,25047.023581884452,25264.34715284543,33.106851521865735,50.86508852754084,25832.201646497924,24492.034353502073,2
24954.45,25108.54,24940.0,25055.22,3171.54536,25048.284569286843,25248.856252634658,39.48455238580445,49.992721370441174,25654.1148054895,24572.939194510498,2
25055.22,25079.15,24992.05,25014.62,1660.89608,25043.105404781174,25231.505419106164,37.9160504506747,49.18266631993401,25465.498818428143,24671.514181571856,2
25014.62,25033.23,24953.02,24959.95,1465.75293,25030.31226558407,25211.39020287608,35.85083736846185,48.65958369443262,25169.879967399916,24875.669032600083,2
24959.96,25017.72,24929.0,24999.99,1044.19668,25025.64730164806,25195.73092858896,38.493212641769965,48.31295197625161,25167.950218937847,24884.176781062153,2
25000.0,25164.99,24963.42,25144.72,2120.36139,25043.96617831759,25191.952341286073,46.992626341111475,46.13091803511683,25172.599002063635,24881.874997936367,2
25143.85,25390.77,25068.2,25389.97,2952.36144,25097.1975354995,25206.620316005625,57.66774018862357,43.50309257342663,25259.865507096903,24830.107492903102,2
25389.97,25518.49,25349.22,25455.49,3500.64968,25152.319453114964,25225.055107412616,59.98617986359389,41.85931311529154,25339.555366646688,24783.10663335331,2
25455.49,25610.6,25220.25,25566.0,3305.06895,25215.9626141742,25250.31028464131,63.60660288020352,39.317756143138645,25429.789792228556,24728.82120777144,2
25566.0,25759.01,25511.98,25574.6,3404.24617,25271.13759660894,25274.33174503825,63.880490687442375,37.811520196130395,25516.209861137362,24693.382138862635,2
25574.6,25653.84,25549.06,25629.3,1833.93541,25326.23950482295,25300.625689850232,65.65115331363215,36.41287269023962,25602.40988066966,24661.733119330343,1
25629.29,25635.0,25554.8,25598.49,1295.70596,25368.12419638865,25322.68971282429,63.755322909413685,35.114128714886036,25669.604905259588,24647.852094740414,1
25598.49,25598.49,25440.39,25496.59,1526.44363,25387.888166175013,25335.571215578046,57.80935678788169,32.98454778883013,25709.616395408375,24654.684604591625,1
25496.59,25576.57,25452.98,25517.48,790.29299,25407.825371378858,25349.045940350043,58.660533604949315,31.00707996626534,25748.489444906754,24664.417555093245,1
25517.47,25560.1,25483.94,25554.88,884.2962,25430.449160397497,25364.29290773152,60.20832938641737,29.170860000690055,25784.279568328002,24691.320431671997,1
25554.88,25606.59,25530.52,25561.74,714.16786,25450.647751105575,25378.918618269923,60.500460638425054,27.821508433672445,25817.500047271857,24715.893952728144,1
